,1.6 V,,1.65 V,,1.7 V,,1.75 V,,1.8 V,,1.85 V,,1.9 V,,1.95 V
7.97868,222.56781,8.1,282.84329,8.17347,386.50844,7.97868,851.22279,7.97868,1230.08834,8.08559,1467.07889,7.97868,1721.72916,7.97868,1397.30104
7.98268,220.82988,8.1036,280.81719,8.17688,383.99125,7.98268,844.98022,7.98268,1222.81228,8.08919,1461.36321,7.98268,1724.14836,7.98268,1410.34079
7.98669,219.10425,8.10721,278.80398,8.18028,381.48945,7.98669,838.77377,7.98669,1215.54532,8.09279,1455.60703,7.98669,1726.36651,7.98669,1423.14606
7.99069,217.39082,8.11081,276.80358,8.18368,379.00294,7.99069,832.60356,7.99069,1208.2885,8.0964,1449.81165,7.99069,1728.38456,7.99069,1435.71149
7.99469,215.68952,8.11441,274.81592,8.18709,376.53165,7.99469,826.46969,7.99469,1201.04284,8.1,1443.97836,7.99469,1730.20352,7.99469,1448.03192
7.9987,214.00025,8.11802,272.8409,8.19049,374.07546,7.9987,820.37225,7.9987,1193.80934,8.1036,1438.10847,7.9987,1731.82451,7.9987,1460.1025
8.0027,212.32292,8.12162,270.87846,8.19389,371.6343,8.0027,814.31132,8.0027,1186.58896,8.10721,1432.20324,8.0027,1733.2487,8.0027,1471.91863
8.00671,210.65747,8.12523,268.9285,8.1973,369.20808,8.00671,808.28696,8.00671,1179.38263,8.11081,1426.26396,8.00671,1734.47739,8.00671,1483.47595
8.01071,209.00379,8.12883,266.99095,8.2007,366.79671,8.01071,802.29922,8.01071,1172.19127,8.11441,1420.29187,8.01071,1735.51192,8.01071,1494.77042
8.01471,207.36182,8.13243,265.06574,8.2041,364.40009,8.01471,796.34817,8.01471,1165.01576,8.11802,1414.28824,8.01471,1736.35371,8.01471,1505.79824
8.01872,205.73145,8.13604,263.15277,8.20751,362.01814,8.01872,790.43382,8.01872,1157.85695,8.12162,1408.25429,8.01872,1737.00427,8.01872,1516.55589
8.02272,204.11262,8.13964,261.25199,8.21091,359.65077,8.02272,784.55622,8.02272,1150.71568,8.12523,1402.19126,8.02272,1737.46518,8.02272,1527.04014
8.02673,202.50524,8.14324,259.3633,8.21431,357.29789,8.02673,778.71537,8.02673,1143.59275,8.12883,1396.10035,8.02673,1737.73809,8.02673,1537.24804
8.03073,200.90924,8.14685,257.48663,8.21772,354.95942,8.03073,772.91128,8.03073,1136.48895,8.13243,1389.98278,8.03073,1737.82471,8.03073,1547.17689
8.03473,199.32452,8.15045,255.62191,8.22112,352.63527,8.03473,767.14396,8.03473,1129.40502,8.13604,1383.83974,8.03473,1737.72684,8.03473,1556.82431
8.03874,197.75101,8.15405,253.76906,8.22452,350.32536,8.03874,761.41339,8.03874,1122.3417,8.13964,1377.6724,8.03874,1737.44631,8.03874,1566.18818
8.04274,196.18863,8.15766,251.928,8.22793,348.02959,8.04274,755.71956,8.04274,1115.2997,8.14324,1371.48194,8.04274,1736.98505,8.04274,1575.26664
8.04675,194.6373,8.16126,250.09866,8.23133,345.74789,8.04675,750.06244,8.04675,1108.27968,8.14685,1365.2695,8.04675,1736.34501,8.04675,1584.05814
8.05075,193.09695,8.16486,248.28096,8.23473,343.48016,8.05075,744.442,8.05075,1101.28232,8.15045,1359.03623,8.05075,1735.52824,8.05075,1592.56138
8.05475,191.5675,8.16847,246.47484,8.23814,341.22633,8.05475,738.85821,8.05475,1094.30825,8.15405,1352.78327,8.05475,1734.53682,8.05475,1600.77535
8.05876,190.04886,8.17207,244.68021,8.24154,338.98631,8.05876,733.311,8.05876,1087.35808,8.15766,1346.51171,8.05876,1733.37289,8.05876,1608.69929
8.06276,188.54097,8.17568,242.897,8.24494,336.76002,8.06276,727.80033,8.06276,1080.4324,8.16126,1340.22268,8.06276,1732.03863,8.06276,1616.33272
8.06677,187.04374,8.17928,241.12515,8.24835,334.54737,8.06677,722.32614,8.06677,1073.53177,8.16486,1333.91725,8.06677,1730.5363,8.06677,1623.67542
8.07077,185.5571,8.18288,239.36457,8.25175,332.34828,8.07077,716.88836,8.07077,1066.65674,8.16847,1327.5965,8.07077,1728.86816,8.07077,1630.72743
8.07477,184.08098,8.18649,237.61521,8.25516,330.16267,8.07477,711.48691,8.07477,1059.80783,8.17207,1321.26149,8.07477,1727.03656,8.07477,1637.48904
8.07878,182.6153,8.19009,235.87697,8.25856,327.99046,8.07878,706.12171,8.07878,1052.98556,8.17568,1314.91328,8.07878,1725.04387,8.07878,1643.96078
8.08278,181.15999,8.19369,234.14981,8.26196,325.83156,8.08278,700.79269,8.08278,1046.19039,8.17928,1308.55288,8.08278,1722.89248,8.08278,1650.14345
8.08679,179.71497,8.1973,232.43363,8.26537,323.68591,8.08679,695.49974,8.08679,1039.42279,8.18288,1302.18133,8.08679,1720.58487,8.08679,1656.03807
8.09079,178.28018,8.2009,230.72839,8.26877,321.5534,8.09079,690.24276,8.09079,1032.68321,8.18649,1295.79962,8.09079,1718.12349,8.09079,1661.64589
8.09479,176.85553,8.2045,229.03399,8.27217,319.43397,8.09479,685.02167,8.09479,1025.97206,8.19009,1289.40874,8.09479,1715.51089,8.09479,1666.9684
8.0988,175.44097,8.20811,227.35039,8.27558,317.32754,8.0988,679.83635,8.0988,1019.28976,8.19369,1283.00968,8.0988,1712.74958,8.0988,1672.0073
8.1,175.01855,8.21171,225.6775,8.27898,315.23403,8.1,678.28771,8.1,1017.29075,8.1973,1276.60339,8.1,1711.89258,8.1,1673.46394
8.1028,174.03641,8.21532,224.01526,8.28238,313.15335,8.1028,674.68668,8.1028,1012.63667,8.2009,1270.19082,8.1028,1709.84217,8.1028,1676.7645
8.10681,172.64178,8.21892,222.3636,8.28579,311.08544,8.10681,669.57255,8.10681,1006.01318,8.2045,1263.77289,8.10681,1706.79123,8.10681,1681.24213
8.11081,171.25702,8.22252,220.72246,8.28919,309.03021,8.11081,664.49385,8.11081,999.41963,8.20811,1257.35053,8.11081,1703.5994,8.11081,1685.44252
8.11481,169.88206,8.22613,219.09176,8.29259,306.98758,8.11481,659.45044,8.11481,992.85634,8.21171,1250.92464,8.11481,1700.26931,8.11481,1689.36818
8.11882,168.51682,8.22973,217.47145,8.296,304.95749,8.11882,654.44219,8.11882,986.32365,8.21532,1244.49611,8.11882,1696.80364,8.11882,1693.0218
8.12282,167.16124,8.23333,215.86145,8.2994,302.93985,8.12282,649.46898,8.12282,979.82183,8.23333,1212.34375,8.12282,1693.20506,8.12282,1696.40628
8.12683,165.81525,8.23694,214.2617,8.3,302.58508,8.12683,644.53065,8.12683,973.35118,8.23694,1205.91714,8.12683,1689.47627,8.12683,1699.52465
8.13083,164.47878,8.24054,212.67213,8.3028,300.93458,8.13083,639.62709,8.13083,966.91195,8.24054,1199.49367,8.13083,1685.61998,8.13083,1702.38013
8.13483,163.15176,8.24414,211.09269,8.30621,298.94162,8.13483,634.75813,8.13483,960.5044,8.24414,1193.07411,8.13483,1681.6389,8.13483,1704.97608
8.13884,161.83413,8.24775,209.5233,8.30961,296.96088,8.13884,629.92363,8.13884,954.12877,8.24775,1186.65922,8.13884,1677.53576,8.13884,1707.31601
8.14284,160.52583,8.25135,207.9639,8.31301,294.9923,8.14284,625.12345,8.14284,947.78526,8.25135,1180.24973,8.14284,1673.31329,8.14284,1709.40356
8.14685,159.22677,8.25495,206.41442,8.31642,293.0358,8.14685,620.35743,8.14685,941.47409,8.25495,1173.84637,8.14685,1668.97424,8.14685,1711.24252
8.15085,157.93691,8.25856,204.87482,8.31982,291.0913,8.15085,615.6254,8.15085,935.19545,8.25856,1167.44985,8.15085,1664.52134,8.15085,1712.83678
8.15485,156.65617,8.26216,203.34501,8.32322,289.15873,8.15485,610.92723,8.15485,928.94952,8.26216,1161.06086,8.15485,1659.95733,8.15485,1714.19036
8.15886,155.38449,8.26577,201.82494,8.32663,287.23802,8.15886,606.26273,8.15886,922.73645,8.26577,1154.68007,8.15886,1655.28495,8.15886,1715.30736
8.16286,154.1218,8.26937,200.31455,8.33003,285.32909,8.16286,601.63175,8.16286,916.5564,8.26937,1148.30816,8.16286,1650.50694,8.16286,1716.192
8.16687,152.86805,8.27297,198.81377,8.33343,283.43188,8.16687,597.03413,8.16687,910.40951,8.27297,1141.94577,8.16687,1645.62603,8.16687,1716.84859
8.17087,151.62317,8.27658,197.32255,8.33684,281.54632,8.17087,592.46969,8.17087,904.2959,8.27658,1135.59354,8.17087,1640.64495,8.17087,1717.28151
8.17487,150.38709,8.28018,195.84082,8.34024,279.67232,8.17487,587.93826,8.17487,898.21569,8.28018,1129.2521,8.17487,1635.56642,8.17487,1717.49522
8.17888,149.15976,8.28378,194.36853,8.34364,277.80983,8.17888,583.43968,8.17888,892.16898,8.28378,1122.92204,8.17888,1630.39313,8.17888,1717.49424
8.18288,147.9411,8.28739,192.90561,8.34705,275.95876,8.18288,578.97377,8.18288,886.15586,8.28739,1116.60397,8.18288,1625.12779,8.18288,1717.28314
8.18689,146.73107,8.29099,191.452,8.35045,274.11906,8.18689,574.54036,8.18689,880.17642,8.29099,1110.29845,8.18689,1619.77308,8.18689,1716.86657
8.19089,145.5296,8.29459,190.00765,8.35385,272.29065,8.19089,570.13926,8.19089,874.23071,8.29459,1104.00607,8.19089,1614.33167,8.19089,1716.24918
8.19489,144.33663,8.2982,188.57249,8.35726,270.47346,8.19489,565.7703,8.19489,868.31881,8.2982,1097.72736,8.19489,1608.8062,8.19489,1715.4357
8.1989,143.1521,8.3,187.85834,8.36066,268.66742,8.1989,561.4333,8.1989,862.44075,8.3,1094.5933,8.1989,1603.19932,8.1989,1714.43085
8.2029,141.97594,8.3018,187.14647,8.36406,266.87247,8.2029,557.12808,8.2029,856.59659,8.3018,1091.46287,8.2029,1597.51364,8.2029,1713.23941
8.20691,140.80811,8.30541,185.72952,8.36747,265.08854,8.20691,552.85446,8.20691,850.78634,8.30541,1085.21312,8.20691,1591.75176,8.20691,1711.86613
8.21091,139.64853,8.30901,184.3216,8.37087,263.31555,8.21091,548.61226,8.21091,845.01004,8.30901,1078.97862,8.21091,1585.91625,8.21091,1710.31581
8.21491,138.49716,8.31261,182.92264,8.37427,261.55345,8.21491,544.40128,8.21491,839.26769,8.31261,1072.75987,8.21491,1580.00967,8.21491,1708.59322
8.21892,137.35394,8.31622,181.53259,8.37768,259.80217,8.21892,540.22136,8.21892,833.5593,8.31622,1066.55735,8.21892,1574.03453,8.21892,1706.70315
8.22292,136.2188,8.31982,180.15139,8.38108,258.06164,8.22292,536.07229,8.22292,827.88486,8.31982,1060.37154,8.22292,1567.99336,8.22292,1704.65036
8.22693,135.09169,8.32342,178.77898,8.38448,256.33179,8.22693,531.9539,8.22693,822.24437,8.32342,1054.2029,8.22693,1561.88861,8.22693,1702.43961
8.23093,133.97255,8.32703,177.4153,8.38789,254.61256,8.23093,527.866,8.23093,816.6378,8.32703,1048.05186,8.23093,1555.72275,8.23093,1700.07563
8.23493,132.86133,8.33063,176.06031,8.39129,252.90388,8.23493,523.8084,8.23493,811.06512,8.33063,1041.91887,8.23493,1549.49821,8.23493,1697.56313
8.23894,131.75797,8.33423,174.71395,8.39469,251.20569,8.23894,519.78092,8.23894,805.5263,8.33423,1035.80434,8.23894,1543.21736,8.23894,1694.90678
8.24294,130.66242,8.33784,173.37616,8.3981,249.51793,8.24294,515.78336,8.24294,800.02131,8.33784,1029.70868,8.24294,1536.88259,8.24294,1692.11122
8.24695,129.57462,8.34144,172.04688,8.4015,247.84053,8.24695,511.81554,8.24695,794.55009,8.34144,1023.63228,8.24695,1530.49622,8.24695,1689.18104
8.25095,128.49451,8.34505,170.72607,8.4049,246.17343,8.25095,507.87728,8.25095,789.11259,8.34505,1017.57554,8.25095,1524.06056,8.25095,1686.12079
8.25495,127.42204,8.34865,169.41366,8.40831,244.51656,8.25495,503.96837,8.25495,783.70874,8.34865,1011.53882,8.25495,1517.57787,8.25495,1682.93499
8.25896,126.35716,8.35225,168.10961,8.41171,242.86986,8.25896,500.08863,8.25896,778.33849,8.35225,1005.52248,8.25896,1511.05041,8.25896,1679.62807
8.26296,125.29981,8.35586,166.81387,8.41512,241.23328,8.26296,496.23788,8.26296,773.00177,8.35586,999.52688,8.26296,1504.48038,8.26296,1676.20443
8.26697,124.24994,8.35946,165.52637,8.41852,239.60674,8.26697,492.41592,8.26697,767.69848,8.35946,993.55234,8.26697,1497.86994,8.26697,1672.6684
8.27097,123.20749,8.36306,164.24707,8.42192,237.99019,8.27097,488.62257,8.27097,762.42856,8.36306,987.5992,8.27097,1491.22125,8.27097,1669.02424
8.27497,122.17242,8.36667,162.97591,8.42533,236.38356,8.27497,484.85764,8.27497,757.19192,8.36667,981.66777,8.27497,1484.53639,8.27497,1665.27617
8.27898,121.14468,8.37027,161.71285,8.42873,234.78679,8.27898,481.12093,8.27898,751.98846,8.37027,975.75835,8.27898,1477.81745,8.27898,1661.42831
8.28298,120.1242,8.37387,160.45782,8.43213,233.19983,8.28298,477.41227,8.28298,746.81809,8.37387,969.87123,8.28298,1471.06645,8.28298,1657.48472
8.28699,119.11094,8.37748,159.21079,8.43554,231.62262,8.28699,473.73146,8.28699,741.6807,8.37748,964.00671,8.28699,1464.2854,8.28699,1653.4494
8.29099,118.10485,8.38108,157.9717,8.43894,230.05508,8.29099,470.07831,8.29099,736.57619,8.38108,958.16504,8.29099,1457.47625,8.29099,1649.32625
8.29499,117.10588,8.38468,156.74049,8.44234,228.49717,8.29499,466.45264,8.29499,731.50446,8.38468,952.34649,8.29499,1450.64093,8.29499,1645.11911
8.299,116.11397,8.38829,155.51713,8.44575,226.94883,8.299,462.85426,8.299,726.46539,8.38829,946.55132,8.299,1443.78133,8.299,1640.83174
8.3,115.86709,8.39189,154.30155,8.44915,225.40999,8.3,461.9589,8.3,725.21071,8.39189,940.77976,8.3,1442.06285,8.3,1639.74779
8.303,115.12908,8.3955,153.09371,8.45255,223.8806,8.303,459.28298,8.303,721.45886,8.3955,935.03204,8.303,1436.8993,8.303,1636.46781
8.30701,114.15116,8.3991,151.89356,8.45596,222.3606,8.30701,455.73862,8.30701,716.48475,8.3991,929.30839,8.30701,1429.99666,8.30701,1632.03091
8.31101,113.18015,8.4027,150.70106,8.45936,220.84994,8.31101,452.22099,8.31101,711.54294,8.4027,923.60902,8.31101,1423.07518,8.31101,1627.52456
8.31502,112.21601,8.40631,149.51614,8.46276,219.34854,8.31502,448.72991,8.31502,706.6333,8.40631,917.93413,8.31502,1416.1366,8.31502,1622.95219
8.31902,111.2587,8.40991,148.33877,8.46617,217.85637,8.31902,445.26519,8.31902,701.75571,8.40991,912.28391,8.31902,1409.18264,8.31902,1618.31712
8.32302,110.30815,8.41351,147.16889,8.46957,216.37336,8.32302,441.82664,8.32302,696.91003,8.41351,906.65856,8.32302,1402.21495,8.32302,1613.62264
8.32703,109.36433,8.41712,146.00646,8.47297,214.89946,8.32703,438.41409,8.32703,692.09612,8.41712,901.05824,8.32703,1395.23516,8.32703,1608.8719
8.33103,108.42719,8.42072,144.85143,8.47638,213.4346,8.33103,435.02735,8.33103,687.31385,8.42072,895.48312,8.33103,1388.24487,8.33103,1604.068
8.33504,107.49667,8.42432,143.70376,8.47978,211.97874,8.33504,431.66624,8.33504,682.56308,8.42432,889.93336,8.33504,1381.24564,8.33504,1599.21394
8.33904,106.57274,8.42793,142.56339,8.48318,210.53182,8.33904,428.33058,8.33904,677.84367,8.42793,884.40912,8.33904,1374.23897,8.33904,1594.31264
8.34304,105.65534,8.43153,141.43028,8.48659,209.09378,8.34304,425.02019,8.34304,673.15547,8.43153,878.91053,8.34304,1367.22636,8.34304,1589.36693
8.34705,104.74443,8.43514,140.30439,8.48999,207.66457,8.34705,421.73488,8.34705,668.49833,8.43514,873.43772,8.34705,1360.20925,8.34705,1584.37956
8.35105,103.83997,8.43874,139.18566,8.49339,206.24414,8.35105,418.47448,8.35105,663.87211,8.43874,867.99083,8.35105,1353.18905,8.35105,1579.3532
8.35506,102.9419,8.44234,138.07406,8.4968,204.83243,8.35506,415.23881,8.35506,659.27666,8.44234,862.56997,8.35506,1346.16712,8.35506,1574.29042
8.35906,102.05019,8.44595,136.96953,8.5,203.51168,8.35906,412.02769,8.35906,654.71182,8.44595,857.17526,8.35906,1339.14482,8.35906,1569.19374
8.36306,101.16478,8.44955,135.87204,8.5002,203.42939,8.36306,408.84094,8.36306,650.17744,8.44955,851.80679,8.36306,1332.12343,8.36306,1564.06557
8.36707,100.28564,8.45315,134.78153,8.5036,202.03496,8.36707,405.6784,8.36707,645.67338,8.45315,846.46467,8.36707,1325.10423,8.36707,1558.90824
8.37107,99.41272,8.45676,133.69796,8.50701,200.6491,8.37107,402.53988,8.37107,641.19946,8.45676,841.14897,8.37107,1318.08844,8.37107,1553.72401
8.37508,98.54597,8.46036,132.6213,8.51041,199.27174,8.37508,399.4252,8.37508,636.75553,8.46036,835.85979,8.37508,1311.07727,8.37508,1548.51507
8.37908,97.68535,8.46396,131.55149,8.51381,197.90285,8.37908,396.3342,8.37908,632.34145,8.46396,830.5972,8.37908,1304.07187,8.37908,1543.28352
8.38308,96.83082,8.46757,130.48849,8.51722,196.54235,8.38308,393.26671,8.38308,627.95703,8.46757,825.36127,8.38308,1297.07338,8.38308,1538.03138
8.38709,95.98234,8.47117,129.43225,8.52062,195.19022,8.38709,390.22255,8.38709,623.60214,8.47117,820.15206,8.38709,1290.08289,8.38709,1532.7606
8.39109,95.13986,8.47477,128.38274,8.52402,193.84638,8.39109,387.20154,8.39109,619.27659,8.47477,814.96963,8.39109,1283.10146,8.39109,1527.47307
8.3951,94.30333,8.47838,127.33992,8.52743,192.5108,8.3951,384.20353,8.3951,614.98024,8.47838,809.81402,8.3951,1276.13011,8.3951,1522.17059
8.3991,93.47273,8.48198,126.30373,8.53083,191.18341,8.3991,381.22834,8.3991,610.71292,8.48198,804.68529,8.3991,1269.16986,8.3991,1516.8549
8.4031,92.648,8.48559,125.27414,8.53423,189.86418,8.4031,378.27581,8.4031,606.47446,8.48559,799.58346,8.4031,1262.22165,8.4031,1511.52766
8.40711,91.8291,8.48919,124.2511,8.53764,188.55305,8.40711,375.34576,8.40711,602.2647,8.48919,794.50857,8.40711,1255.28644,8.40711,1506.19048
8.41111,91.016,8.49279,123.23458,8.54104,187.24997,8.41111,372.43804,8.41111,598.08349,8.49279,789.46066,8.41111,1248.36511,8.41111,1500.8449
8.41512,90.20865,8.4964,122.22453,8.54444,185.95489,8.41512,369.55247,8.41512,593.93064,8.4964,784.43973,8.41512,1241.45854,8.41512,1495.49237
8.41912,89.40701,8.5,121.22091,8.54785,184.66776,8.41912,366.68889,8.41912,589.806,8.5,779.4458,8.41912,1234.56757,8.41912,1490.13432
8.42312,88.61104,8.5036,120.22367,8.55125,183.38854,8.42312,363.84715,8.42312,585.7094,8.5036,774.4789,8.42312,1227.69302,8.42312,1484.77209
8.42713,87.8207,8.50721,119.23279,8.55465,182.11717,8.42713,361.02707,8.42713,581.64068,8.50721,769.53901,8.42713,1220.83568,8.42713,1479.40696
8.43113,87.03595,8.51081,118.24822,8.55806,180.85361,8.43113,358.22849,8.43113,577.59966,8.51081,764.62614,8.43113,1213.99629,8.43113,1474.04017
8.43514,86.25675,8.51441,117.26991,8.56146,179.59781,8.43514,355.45126,8.43514,573.58619,8.51441,759.7403,8.43514,1207.17558,8.43514,1468.6729
8.43914,85.48307,8.51802,116.29783,8.56486,178.34971,8.43914,352.69522,8.43914,569.6001,8.51802,754.88146,8.43914,1200.37426,8.43914,1463.30627
8.44314,84.71486,8.52162,115.33195,8.56827,177.10929,8.44314,349.96021,8.44314,565.64122,8.52162,750.04962,8.44314,1193.593,8.44314,1457.94133
8.44715,83.95208,8.52523,114.37221,8.57167,175.87647,8.44715,347.24607,8.44715,561.70938,8.52523,745.24476,8.44715,1186.83244,8.44715,1452.57912
8.45115,83.1947,8.52883,113.41858,8.57508,174.65123,8.45115,344.55264,8.45115,557.80443,8.52883,740.46685,8.45115,1180.09321,8.45115,1447.22061
8.45516,82.44267,8.53243,112.47102,8.57848,173.43352,8.45516,341.87978,8.45516,553.92618,8.53243,735.71588,8.45516,1173.37591,8.45516,1441.8667
8.45916,81.69597,8.53604,111.52949,8.58188,172.22328,8.45916,339.22732,8.45916,550.07448,8.53604,730.9918,8.45916,1166.6811,8.45916,1436.51828
8.46316,80.95455,8.53964,110.59396,8.58529,171.02047,8.46316,336.59512,8.46316,546.24917,8.53964,726.29459,8.46316,1160.00934,8.46316,1431.17618
8.46717,80.21837,8.54324,109.66439,8.58869,169.82505,8.46717,333.98301,8.46717,542.45007,8.54324,721.62422,8.46717,1153.36114,8.46717,1425.84118
8.47117,79.4874,8.54685,108.74073,8.59209,168.63696,8.47117,331.39086,8.47117,538.67702,8.54685,716.98063,8.47117,1146.73701,8.47117,1420.51404
8.47518,78.7616,8.55045,107.82295,8.5955,167.45618,8.47518,328.81851,8.47518,534.92986,8.55045,712.36378,8.47518,1140.13743,8.47518,1415.19546
8.47918,78.04093,8.55405,106.91102,8.5989,166.28264,8.47918,326.26581,8.47918,531.20843,8.55405,707.77362,8.47918,1133.56285,8.47918,1409.88611
8.48318,77.32536,8.55766,106.00489,8.6023,165.11631,8.48318,323.73261,8.48318,527.51255,8.55766,703.21011,8.48318,1127.0137,8.48318,1404.58661
8.48719,76.61486,8.56126,105.10454,8.60571,163.95714,8.48719,321.21877,8.48719,523.84206,8.56126,698.67319,8.48719,1120.49041,8.48719,1399.29758
8.49119,75.90938,8.56486,104.20991,8.60911,162.80509,8.49119,318.72413,8.49119,520.19681,8.56486,694.16279,8.49119,1113.99335,8.49119,1394.01956
8.4952,75.20889,8.56847,103.32098,8.61251,161.66012,8.4952,316.24857,8.4952,516.57663,8.56847,689.67887,8.4952,1107.52292,8.4952,1388.75309
8.4992,74.51336,8.57207,102.43771,8.61592,160.52217,8.4992,313.79192,8.4992,512.98136,8.57207,685.22134,8.4992,1101.07945,8.4992,1383.49868
8.5,74.37484,8.57568,101.56006,8.61932,159.39122,8.5,313.30285,8.5,512.26528,8.57568,680.79016,8.5,1099.79402,8.5,1382.44928
8.5032,73.82274,8.57928,100.688,8.62272,158.2672,8.5032,311.35405,8.5032,509.41083,8.57928,676.38524,8.5032,1094.66328,8.5032,1378.25677
8.50721,73.13701,8.58288,99.82149,8.62613,157.15009,8.50721,308.93482,8.50721,505.86489,8.58288,672.00651,8.50721,1088.27474,8.50721,1373.02783
8.51121,72.45614,8.58649,98.9605,8.62953,156.03984,8.51121,306.53408,8.51121,502.34338,8.58649,667.65391,8.51121,1081.91411,8.51121,1367.81226
8.51522,71.78007,8.59009,98.10499,8.63293,154.93641,8.51522,304.1517,8.51522,498.84613,8.59009,663.32735,8.51522,1075.58169,8.51522,1362.61045
8.51922,71.10879,8.59369,97.25492,8.63634,153.83975,8.51922,301.78754,8.51922,495.37298,8.59369,659.02675,8.51922,1069.27772,8.51922,1357.42275
8.52322,70.44226,8.5973,96.41027,8.63974,152.74983,8.52322,299.44145,8.52322,491.92378,8.5973,654.75203,8.52322,1063.00247,8.52322,1352.24951
8.52723,69.78045,8.6009,95.57099,8.64314,151.6666,8.52723,297.1133,8.52723,488.49838,8.6009,650.50311,8.52723,1056.75616,8.52723,1347.09105
8.53123,69.12331,8.6045,94.73706,8.64655,150.59002,8.53123,294.80296,8.53123,485.0966,8.6045,646.2799,8.53123,1050.539,8.53123,1341.94765
8.53524,68.47083,8.60811,93.90844,8.64995,149.52005,8.53524,292.51028,8.53524,481.7183,8.60811,642.08231,8.53524,1044.35121,8.53524,1336.81959
8.53924,67.82296,8.61171,93.08509,8.65335,148.45665,8.53924,290.23515,8.53924,478.36333,8.61171,637.91025,8.53924,1038.19296,8.53924,1331.70711
8.54324,67.17967,8.61532,92.26699,8.65676,147.39978,8.54324,287.97741,8.54324,475.03151,8.61532,633.76364,8.54324,1032.06442,8.54324,1326.61047
8.54725,66.54094,8.61892,91.45409,8.66016,146.3494,8.54725,285.73695,8.54725,471.72271,8.61892,629.64237,8.54725,1025.96577,8.54725,1321.52986
8.55125,65.90672,8.62252,90.64637,8.66356,145.30547,8.55125,283.51362,8.55125,468.43677,8.62252,625.54634,8.55125,1019.89713,8.55125,1316.4655
8.55526,65.27699,8.62613,89.84379,8.66697,144.26796,8.55526,281.3073,8.55526,465.17352,8.62613,621.47548,8.55526,1013.85864,8.55526,1311.41756
8.55926,64.65171,8.62973,89.04632,8.67037,143.23681,8.55926,279.11786,8.55926,461.93284,8.62973,617.42966,8.55926,1007.85043,8.55926,1306.38621
8.56326,64.03085,8.63333,88.25393,8.67377,142.21199,8.56326,276.94517,8.56326,458.71455,8.63333,613.4088,8.56326,1001.8726,8.56326,1301.37161
8.56727,63.41439,8.63694,87.46658,8.67718,141.19347,8.56727,274.78911,8.56727,455.51851,8.63694,609.4128,8.56727,995.92525,8.56727,1296.37389
8.57127,62.80229,8.64054,86.68425,8.68058,140.1812,8.57127,272.64954,8.57127,452.34457,8.64054,605.44154,8.57127,990.00846,8.57127,1291.39318
8.57528,62.19452,8.64414,85.9069,8.68398,139.17515,8.57528,270.52634,8.57528,449.19259,8.64414,601.49492,8.57528,984.1223,8.57528,1286.42961
8.57928,61.59105,8.64775,85.13449,8.68739,138.17528,8.57928,268.41939,8.57928,446.06241,8.64775,597.57285,8.57928,978.26685,8.57928,1281.48326
8.58328,60.99184,8.65135,84.367,8.69079,137.18154,8.58328,266.32856,8.58328,442.95388,8.65135,593.6752,8.58328,972.44215,8.58328,1276.55424
8.58729,60.39688,8.65495,83.6044,8.69419,136.19391,8.58729,264.25373,8.58729,439.86686,8.65495,589.80188,8.58729,966.64825,8.58729,1271.64262
8.59129,59.80612,8.65856,82.84666,8.6976,135.21234,8.59129,262.19477,8.59129,436.80121,8.65856,585.95278,8.59129,960.88518,8.59129,1266.74847
8.5953,59.21955,8.66216,82.09373,8.7,134.5231,8.5953,260.15158,8.5953,433.75677,8.66216,582.12778,8.5953,955.15297,8.5953,1261.87187
8.5993,58.63712,8.66577,81.34561,8.701,134.2368,8.5993,258.12402,8.5993,430.73341,8.66577,578.32678,8.5993,949.45163,8.5993,1257.01286
8.6033,58.05881,8.66937,80.60224,8.7044,133.26725,8.6033,256.11198,8.6033,427.73099,8.66937,574.54965,8.6033,943.78118,8.6033,1252.17149
8.60731,57.48459,8.67297,79.86361,8.70781,132.30366,8.60731,254.11533,8.60731,424.74934,8.67297,570.7963,8.60731,938.14161,8.60731,1247.3478
8.61131,56.91444,8.67658,79.12968,8.71121,131.34598,8.61131,252.13397,8.61131,421.78835,8.67658,567.0666,8.61131,932.53293,8.61131,1242.54182
8.61532,56.34832,8.68018,78.40042,8.71461,130.39418,8.61532,250.16777,8.61532,418.84786,8.68018,563.36045,8.61532,926.9551,8.61532,1237.75357
8.61932,55.7862,8.68378,77.6758,8.71802,129.44822,8.61932,248.21662,8.61932,415.92774,8.68378,559.67772,8.61932,921.40812,8.61932,1232.98308
8.62332,55.22806,8.68739,76.9558,8.72142,128.50808,8.62332,246.2804,8.62332,413.02785,8.68739,556.01831,8.62332,915.89195,8.62332,1228.23035
8.62733,54.67387,8.69099,76.24038,8.72482,127.57371,8.62733,244.35901,8.62733,410.14805,8.69099,552.38209,8.62733,910.40656,8.62733,1223.49539
8.63133,54.12359,8.69459,75.52952,8.72823,126.64507,8.63133,242.45232,8.63133,407.28819,8.69459,548.76895,8.63133,904.95191,8.63133,1218.77821
8.63534,53.57721,8.6982,74.82318,8.73163,125.72214,8.63534,240.56022,8.63534,404.44816,8.6982,545.17877,8.63534,899.52795,8.63534,1214.07879
8.63934,53.0347,8.7,74.4717,8.73504,124.80487,8.63934,238.68261,8.63934,401.6278,8.7,543.39226,8.63934,894.13463,8.63934,1209.39714
